1769	M	ej
176	M	Vinny Bove
1772	M	David A. Stokely
1773	F	Eliza Horne
1777	M	Professor Chronotis
1779	F	Cynthia Zocca
177	F	Kymm Zuckert
1780	M	Micah
1784	F	grovejade
1789	M	Vin Reilly
1795	M	Muhammad Mussnoon
1801	M	Antonio
1804	F	Marie Manis
1809	F	cucciasv
1811	M	Eric Ray
1813	F	tesoro007
1815	M	Aringguth
1819	F	Shannon
1825	F	srshel
1826	M	Jacob Miller
1828	M	James Gladwin
1841	F	Laura Caldwell
1844	M	noonday
1846	M	valikojohn
1849	M	Kelly Dougherty
1851	F	Kehinde
1859	F	Jan Baxter
1863	F	Ania
1867	M	Rowdy Delaney
1868	M	Graham Redman
1870	M	Stuart Bell
1874	M	Ernst Schnell
1878	M	BLRossow
1885	F	inkwelldragon
188	F	Mary Anderson
1898	F	Jennifer
1901	F	Allyson Hester
1903	M	Michael Thomas Robinson
1913	M	Geoff Cowgill
1920	F	Annika Feilbach
1923	F	Maire Rhode
1924	M	Andrew Drinkwater
1926	F	Nikki Sullivan
1931	F	poormedea
1938	M	icyjumbo (1964-2010)
1943	M	Corun
1944	F	Carolyn Frances
1963	F	Belinda Brown
1968	F	lizzyblack
196	M	Stewart Wills
1970	F	Dawn Larsen
1974	F	Katie Baynes
1977	F	Jennie Hughes
1985	M	Jonny Lee
1987	M	Michael Macedonia
1989	M	Sergio Baldelli
198	F	Heather Barnett
1992	F	Michelle White
199	F	Maria Morabe
19	F	Kara Shallenberg
2001	M	Phillip David
2002	M	Larry Maddocks
2003	M	The Penang Lawyer
2004	F	Kim S
2007	F	Sheila Morton
200	F	Maureen S. O'Brien
2010	F	Julie Bynum
2012	M	jburby
2013	M	Mark
201	M	Joplin James
2021	M	Keri Ford
2026	F	Mil Nicholson
202	F	Geetu Melwani
2039	M	Anton
203	F	Marian Brown
2042	F	Charlene V. Smith
2046	M	kyleti
204	M	Mark F. Smith
2050	F	Xe Sands
2051	M	Grant Petersen
