1544	F	LilianaVale
1545	F	AmyAG
1547	F	Riddleman
154	M	Robert Foster
1552	M	Roger Turnau
1553	F	Mim Ritty
1556	M	geofred
1559	M	Luke Harrison
1563	F	Chandra Gioiello
1564	F	Hedvig
1566	F	Anna Christensen
1569	F	Kristine Mackin
1571	M	Bob Tassinari
1572	M	Alan Clare
1578	F	Lorelle Anderson
1579	F	Philippa Willitts
1593	F	Kristine Bekere
1594	M	Jon Scott Jones
1595	M	Riccardo Fasol
159	M	hugh mac
1601	M	Michael Yourshaw
1603	M	Arouet
1607	M	Claude Banta
1614	M	FNH
1618	M	Nicholas James Bridgewater
161	M	Cyril Law, Jr.
1621	M	Caliban
1624	M	Daniel Shorten
1633	F	Beecher
1636	F	Sandra Zera
1639	M	Joe Konno
163	M	Andrew Miller
1641	F	Rohanna
1643	M	Chris Leslie-Hynan
1645	M	David Shamp
1646	M	Ben Cobbett
1647	M	Rich Meyers
1648	F	Accent
1653	F	Carmina Sansone
1664	F	Shauna M
1665	F	Jessica AC Snyder
1668	F	stepheather
1674	F	Jo
1679	F	Polly
167	M	Peter Yearsley
1680	F	intothelight
1681	F	islajane
1685	M	Jonathan Horniblow
168	M	Chris Goringe
1690	F	Anne-Marie
1691	F	Classicsfan
1693	F	4Cullen
1695	F	Steph
1696	F	Darcywil
1699	M	Gavin Smith
16	F	Alys AtteWater
1704	F	JB
1705	F	tittletattle
1708	M	Alaaious
1710	F	Gilly
1714	F	lauralee
1717	F	PJ
1721	F	Linnea
1726	F	janeite
1731	F	Dani
1733	F	Mira Cheskis
1736	F	LC
1737	F	Erin Hastings
173	F	vlooi
1743	M	Bryan Ness
1746	M	Theo Bacher
1748	M	Brad Powers
1750	F	Lorie Heinrichs
1754	F	Joan Freeman
1756	F	Tamara Hamilton
1757	F	cricket
175	F	Meredith Hughes
1760	F	Matthew Howell
1765	F	Kelly Elizabeth
1767	F	Cori Dean
